FAERS_drug_match,lookup_value
PARACETAMOL + OPIUM + CAFFEINE,Paullinia cupana
PARACETAMOL/OPIUM/CAFFEINE,Paullinia cupana
PARACETAMOL/PIPERYLONE MALEATE/CODEINE PHOSPHATE/CAFFEINE,Paullinia cupana
PARACETAMOL W/CAFFEINE,Paullinia cupana
PARACETAMOL W/CAFFEINE/CARISOPRODOL/DICLOFENA,Paullinia cupana
PARACETAMOL W/CAFFEINE W/CODEINE,Paullinia cupana
PARACETAMOL W/CODEINE/CAFFEINE,Paullinia cupana
PELEX (ACETAMINOPHEN/ANHYDROUS CAFFEINE/CHLORPHENIRAMINE MALEATE/SALIC,Paullinia cupana
PELEX (ACETAMINOPHEN\CAFFEINE\CHLORPHENIRAMINE MALEATE\SALICYLAMIDE),Paullinia cupana
"PELEX (CAFFEINE, CHLORPHENAMINE MALEATE, PARACETAMOL, SALICYLAMIDE)",Paullinia cupana
PELEX [CAFFEINE;CHLORPHENAMINE MALEATE;PARACETAMOL;SALICYLAMIDE],Paullinia cupana
"PELEX (CAFFEINE, SALICYLAMIDE, PARACETAMOL, CHLORPHENAMINE MALEATE)",Paullinia cupana
PENZAL (ACETAMINOPHEN (+) CAFFEINE (+) DEANOL TARTRATE (+) PROPYPHENAZ,Paullinia cupana
"PERCODAN /00090001/ (ACETYLSALICYLIC ACID, CAFFEINE, HOMATROPINE TEREP",Paullinia cupana
"PERCODAN (ACETYLSALICYLIC ACID, CAFFEINE, HOMATROPINE TEREPHATHALATE,",Paullinia cupana
"PERCODAN (ACETYLSALICYLIC ACID, CAFFEINE, HOMATROPINE TEREPHTHALATE, O",Paullinia cupana
PERCODAN [ACETYLSALICYLIC ACID;CAFFEINE;HOMATROPINE TEREPHTHALATE;OXYC,Paullinia cupana
"PERCODAN (ACETYLSALICYLIC ACID, CAFFEINE, PHENACETIN, OXYCODONE HYDROC",Paullinia cupana
"PERDOLAN (ACETYLSALICYLIC ACID, BROMISOVAL, CAFFEINE, CARBROMAL,CODEIN",Paullinia cupana
"PHARMATON (CAFFEINE, DISODIUM METHANEARSONATE, NICOTINAMIDE, PYRIDOXIN",Paullinia cupana
PHENOBARBITAL/GLYCERYL TRINITRATE/CAFFEINE CITRATE,Paullinia cupana
PHENOBARBITAL/PHENYTOIN/CAFFEINE/SODIUM BENZOATE,Paullinia cupana
PI (CAFFEINE/PARACETAMOL/PROMETHAZINE METHYLENE DISALICYLATE/SALCYLAMI,Paullinia cupana
PL (ACETAMINOPHEN + CAFFEINE + METHYLENEDISALICYLIC ACID + PROMETHAZIN,Paullinia cupana
PL (CAFFEINE + METHYLENEDISALICYLIC ACID + PARACETAMOL + PROMETHAZINE + SALICYLAMIDE),Paullinia cupana
PL (CAFFEINE/PARACETAMOL/PROMETHAZINE METHYLENE DISALICYLATE/SALICYLAM,Paullinia cupana
"PL (CAFFEINE, PARACETAMOL, PROMETHAZINE METHYLENE DISALICYLATE, SALICYLAMIDE)",Paullinia cupana
"PL (CAFFEINE, SALICYLAMIDE, PARACETAMOL, PROMETHAZINE) (CAFFEINE, SALI",Paullinia cupana
"PL CAFFEINE, SALICYLAMIDE, PARACETAMOL, PROMETHAZINE) (CAFFEINE, SALIC",Paullinia cupana
"PL (CAFFEINE, SALICYLAMIDE, PARACETAMOL, PROMETHAZINE METHYLENE DISALI",Paullinia cupana
"PL (CAFFEINE, SALICYLAMIDE, PARACETAMOL, PROMETHAZINE METHYLENE DISALICYLATE)",Paullinia cupana
"PL (CAFFEINE, SALICYLAMIDE, PARACETAMOL, PROMETHAZINE METHYLENE DISALICYLATE) (GRANULES) (CAFFEINE, SALICYLAMIDE, PARACETAMOL, PROMETHAZINE METHYLENE DISALICYLATE)",Paullinia cupana
"PLEXON (CAFFEINE, PROPYPHENAZONE, BUCETIN, APROBARBITAL)",Paullinia cupana
"PL GRAN. (CAFFEINE, PARACETAMOL, PROMEHAZINE METHYLENE DISALICYLATE, S",Paullinia cupana
"PL GRAN, (CAFFEINE, PARACETAMOL, PROMETHAZINE METHYLENE DISALICYLATE,",Paullinia cupana
"PL GRAN. (CAFFEINE, PARACETAMOL, PROMETHAZINE METHYLENE DISALICYLATE,",Paullinia cupana
"PL GRAN. (CAFFEINE, PARACETAMOL, PROMETHAZINE METHYLENE DISALICYLATE)",Paullinia cupana
"PL GRAN (CAFFEINE, PARACETAMOL, PROMETHAZINE METHYLENE DISALICYLATE, S",Paullinia cupana
"PL GRAN.(CAFFEINE, PARACETAMOL, PROMETHAZINE METHYLENE DISALICYLATE, S",Paullinia cupana
"PL GRAN. (CAFFEINE, PARACETAMOL, PROMETHAZINE METHYLENE DISALICYLATE, SALICYLAMIDE)",Paullinia cupana
"PL GRAN (CAFFEINE, PARACETAMOL, PROMETHAZINE METHYLENE DISALICYLATE, SALICYLAMIDE) GRANULE",Paullinia cupana
"PL GRAN. (CAFFEINE, PARACETAMOL, PROMETHAZINE METHYLENE DISALICYLATE, SALICYLAMIDE) GRANULE",Paullinia cupana
"PL GRAN. (CAFFEINE, PARACETAMOL, PROMETHAZINE METHYLENE DISALICYLATE, SALICYLAMIDE) GRANULES",Paullinia cupana
"PL GRAN        (CAFFEINE, PRACETAMOL, PROMETHAZINE METHYLENE DISALICYL",Paullinia cupana
"PL GRAN (CAFFEINE, PROMETHAZINE METHYLENE DISALICLATE, SALICYLAMIDE)",Paullinia cupana
"PL GRAN. (CAFFEINE, PROMETHAZINE METHYLENE, DISALICYLATE, SALICYLAMIDE",Paullinia cupana
"PL GRAN(CAFFEINE, PROMETHAZINE METHYLENE DISALICYLATE, SALICYLAMIDE)",Paullinia cupana
"PL GRAN. (CAFFEINE, SALICYLAMIDE, PARACETAMOL, PROMETHAZINE METHYLENE",Paullinia cupana
"PL GRAN (CAFFEINE, SALICYLAMIDE, PARACETAMOL, PROMETHAZINE METHYLENE D",Paullinia cupana
"PL GRAN. (CAFFEINE, SALICYLAMIDE, PARACETAMOL PROMETHAZINE METHYLENE D",Paullinia cupana
"PL GRAN (CAFFEINE SALICYLAMIDE, PARACETAMOL; PROMETHAZINE METHYLENE DI",Paullinia cupana
"PL GRAN(CAFFEINE, SALICYLAMIDE, PARCETAMOL, PROMETHAZINE HYDROCHLORIDE",Paullinia cupana
"PL GRAN (CAFFEINE, SALKICYLAMIDE, PARACETAMOL, PROMETHAZINE METHYLENE",Paullinia cupana
"PL GRANULES (ACETAMINOPHEN, CAFFEINE, PROMETHAZINE METHYLENE DISALICYL",Paullinia cupana
PL GRANULE(SALICYLAMIDE/ACETAMINOPHEN/CAFFEINE/PROMETHAZINE),Paullinia cupana
PLIVADON (CAFFEINE/PHENACETIN/PROPYPHENAZONE),Paullinia cupana
PLIVADON (CAFFEINE\PHENACETIN\PROPYPHENAZONE),Paullinia cupana
"PL (PA) (CAFFEINE, SALICYLAMIDE, PARACETAMOL, PROMETHAZINE METHYLENE DISALICYLATE)",Paullinia cupana
"PL (SALICYLAMIDE, ACETAMINOPHEN, AMHYDROUS CAFFEINE, PROMETHAZINE METH",Paullinia cupana
PL (SALICYLAMIDE; ACETAMINOPHEN; ANHYDROUS CAFFEINE; PROMETHAZINE METH,Paullinia cupana
PL (SALICYLAMIDE/ACETAMINOPHEN/ANHYDROUS CAFFEINE/PROMETHAZINE METHYLE,Paullinia cupana
PL (SALICYLAMIDE/ACETAMINOPHEN/ANHYDROUS CAFFEINE/PROMETHAZINE METHYLENEDISALICYLATE),Paullinia cupana
"PL (SALICYLAMIDE/ACETAMINOPHEN,ANHYDROUS/CAFFEINE/PROMETHEZINE METHYLE",Paullinia cupana
PL (SALICYLAMIDE/ACETAMINOPHEN/CAFFEINE/PROMETHAZINE METHYLEN),Paullinia cupana
PL (SALICYLAMIDE/ACETAMINOPHEN/CAFFEINE/PROMETHAZINE METHYLENEDISALICY,Paullinia cupana
PL (SALICYLAMIDE/APAP/CAFFEINE/PROMETHAZINE),Paullinia cupana
PL (SALICYLAMIDE/CAFFEINE/PROMETHAZINE),Paullinia cupana
POWDER OF OPIUM/CAFFEINE/PARACETAMOL,Paullinia cupana
"PROLAMINE (CAFFEINE, PHENYLPROPANOLAMINE HYDROCHLORIDE)",Paullinia cupana
PRONTALGINE (ACETAMINOPHEN (+) AMOBARBITAL (+) CAFFEINE (+) CODEINE PH,Paullinia cupana
PRONTALGINE (ACETAMINOPHEN\CAFFEINE\CODEINE PHOSPHATE),Paullinia cupana
PRONTALGINE (AMOBARBITAL\CAFFEINE\CODEINE PHOSPHATE\PARACETAMOL),Paullinia cupana
PRONTALGINE [AMOBARBITAL;CAFFEINE;CODEINE PHOSPHATE;PARACETAMOL],Paullinia cupana
PRONTALGINE [CAFFEINE;CODEINE PHOSPHATE HEMIHYDRATE;PARACETAMOL],Paullinia cupana
"PROPAIN (NGX) (PARACETAMOL, CODEINE, DIPHENHYDRAMINE, CAFFEINE) CAPLET",Paullinia cupana
"PROPAIN (NGX) (PARACETAMOL, CODEINE, DIPHENHYDRAMINE, CAFFEINE) UNKNOW",Paullinia cupana
PROPFAN (CAFFEINE/CARBASALATE CALCIUM/CHLORPHENAMINE MALEATE/DEXTROPRO,Paullinia cupana
"PROPOFAN /00765201/(CAFFEINE, CARBASALATE CALCIUM, CHLORPHENAMINE MALE",Paullinia cupana
"PROPOFAN /01607901/ CAFFEINE, DEXTROPROPOXYPHENE, PARACETAMOL)",Paullinia cupana
"PROPOFAN /01607901/ (CAFFEINE, DEXTROPROPOXYPHENE, PARACETAMOL) TABLET",Paullinia cupana
PROPOFAN (ACETAMINOPHEN (+) CAFFEINE (+) PROPOXYPHENE HYDROCHLORIDE),Paullinia cupana
"PROPOFAN (ACETAMINOPHEN, CAFFEINE, PROPOXYPHENE HYDROCHLORIDE)",Paullinia cupana
PROPOFAN (ASPIRIN (+) CAFFEINE (+) PROPOXYPHENE HYDROCHLORIDE),Paullinia cupana
"PROPOFAN (CAFFEINE , CARBASALATE CALCIUM",Paullinia cupana
"PROPOFAN (CAFFEINE, CARBASALATE CALCIUM, CHLORPHENAMINE MALEATE, DEXTR",Paullinia cupana
PROPOFAN (CAFFEINE/CARBASALATE CALCIUM/CHLORPHENAMINE MALEATE/DEXTROPR,Paullinia cupana
"PROPOFAN (CAFFEINE, CARBASALATE CALCIUM, CHLORPHENIRAMINE MALEATE, DEX",Paullinia cupana
PROPOFAN (CAFFEINE/CARBASALATE CALCUM/CHLORPHENAMINE MALEATE/DEXTROPRO,Paullinia cupana
PROPOFAN (PARACETAMOL/CAFFEINE/DEXTROPOPXYPHENE),Paullinia cupana
PROPOFAN (PARACETAMOL/CAFFEINE/DEXTROPROPOXYPHENE),Paullinia cupana
PROPOFAN (PARACETAMOL/CAFFEINE/DEXTROPROPOXYPHENE)- TABLET - 457 MG,Paullinia cupana
PROPOXY-N/APAP/ CAFFEINE,Paullinia cupana
PROPOXYPHE HYDROCHLORIDE ASPIRIN PHENACETIN AND CAFFEINE CAP,Paullinia cupana
PROPOXYPHENE/ASA/CAFFEINE,Paullinia cupana
PROPOXYPHENE COMPOUND (ACETYLSALICYLIC ACID/CAFFEINE/DEXTROPROPOXYPHEN,Paullinia cupana
PROPOXYPHENE HCL+APAP+CAFFEINE,Paullinia cupana
PROPOXYPHENE HCL+ASA+CAFFEINE,Paullinia cupana
PROPYPHENAZONE/DIHYDROERGOTAMINE/CAFFEINE,Paullinia cupana
PURE LEAF ICED TEA CAFFEINE FREE,Paullinia cupana
"PYNSTOP (CODEINE PHOSPHATE, CAFFEINE, PARACTAMOL, DOXYLAMINE SUCCINATE)",Paullinia cupana
RASPBERRY KETONES/CAFFEINE AND RESVERATROL,Paullinia cupana
RED BULL ENERGY DRINK (CAFFEINE AND CATHECHOLAMINES),Paullinia cupana
SALICYLAMIDE/ACETAMIN/CAFFEINE/PROMETHAZINE,Paullinia cupana
SALICYLAMIDE/ACETAMINOPHEN/ANHYDROUS CAFFEINE,Paullinia cupana
SALICYLAMIDE/ACETAMINOPHEN/ANHYDROUS CAFFEINE/CHLORPHENIRAMINE MALEATE,Paullinia cupana
SALICYLAMIDE/ACETAMINOPHEN/ANHYDROUS CAFFEINE/PROMETHAZINE,Paullinia cupana
"SALICYLAMIDE, ACETAMINOPHEN, ANHYDROUS CAFFEINE, PROMETHAZINE METHYLE",Paullinia cupana
SALICYLAMIDE/ACETAMINOPHEN/ANHYDROUS CAFFEINE/PROMETHAZINE METHYLENEDI,Paullinia cupana
SALICYLAMIDE/ACETAMINOPHEN/ANHYDROUS CAFFEINE/PROMETHAZINE/METHYLENEDI,Paullinia cupana
"SALICYLAMIDE, ACETAMINOPHEN, CAFFEINE, PROMETHAZINE, METHYLENEDISALIC",Paullinia cupana
SALICYLARNIDE/ACETAMINOPHEN/ANHYDROUS CAFFEINE/PROMETHAZINE METHYLENEDISALICYLATE,Paullinia cupana
SARIDON [ACETAMINOPHEN\CAFFEINE],Paullinia cupana
"SARIDON [CAFFEINE,PARACETAMOL]",Paullinia cupana
SARIDON [CAFFEINE;PARACETAMOL;PROPYPHENAZONE],Paullinia cupana
"SARIDONE (CAFFEINE, PHENACETIN, PROPYHENAZONE)",Paullinia cupana
"SEDES (AMINOPHENAZONE, CAFFEINE, PHENACETIN, CYCLOBARBITAL AMINOPHENAZONE)",Paullinia cupana
SEDILAX (CAFFEINE + CARISOPRODOL + PARACETAMOL + DICLOFENAC SODIUM),Paullinia cupana
"SEDILAX (CAFFEINE, CARISOPRODOL, SODIUM DICLOFENAC, PARACETAMOL)",Paullinia cupana
"SEVEDOL (ACETYLSALICYLIC ACID, CAFFEINE, PARACETAMOL)",Paullinia cupana
SG (ACETAMINOPHEN\APRONALIDE\CAFFEINE\PROPYPHENAZONE),Paullinia cupana
SHIN LULU A GOLD (BELLADONNA/BENFOTIAMINE/CAFFEINE/CLEMASTINE FUMARATE,Paullinia cupana
SHIN LULU A GOLD DX (ACETAMINOPHEN\BELLADONNA\BENFOTIAMINE\BROMHEXINE\CAFFEINE\CLEMASTINE\DIHYDROCODEINE\METHYLEPHEDRINE\NOSCAPINE\TRANEXAMIC ACID),Paullinia cupana
SIMETRIDE/ANDYROUS CAFFEINE,Paullinia cupana
SIMETRIDE ANHYDROUS CAFFEINE,Paullinia cupana
SOLPADEINE (ACETAMINOPHEN\CAFFEINE\CODEINE PHOSPHATE),Paullinia cupana
"SOLPADEINE (CAFFEINE, CODEINE PHOSPHATE, PARACETAMOL)",Paullinia cupana
SOLPADEINE (CAFFEINE/CODEINE PHOSPHATE/PARACETAMOL),Paullinia cupana
SOLPADEINE [CAFFEINE;CODEINE PHOSPHATE;PARACETAMOL],Paullinia cupana
"SOLPADEINE (CODEINE PHOSPHATE, CAFFEINE, PARACETAMOL)",Paullinia cupana
SOMA (ACETAMINOPHEN + ANHYDROUS CAFFEINE + CHLORZOXAZONE + THIAMINE DI,Paullinia cupana
SOMA (ACETAMINOPHEN (+) CAFFEINE (+) CHLORZOXAZONE (+) THIAMINE DISULF,Paullinia cupana
SOMA (*AMPICILLIN/*AMPICILLIN SODIUM/*CAFFEINE/*CARISOPRODOL/*CHLORZOX,Paullinia cupana
"SOMA COMPOUND (CAFFEINE, CARISOPRODOL, PHENACETIN)",Paullinia cupana
"SOMA COMPOUND ^HORNER^ (CAFFEINE, CARISOPRODOL, PHENACETIN)",Paullinia cupana
"SOMA COMPOUND ^HORNER^ (CAFFEINE, CARISOPRODOL,PHENACETIN)",Paullinia cupana
"SOMEDON [CAFFEINE,PARACETAMOL]",Paullinia cupana
"SP (CAFFEINE, PARACETAMOL, PHENYLEPHRINE HYDROCHLORIDE)",Paullinia cupana
STILPANE (ACETAMINOPHEN/CAFFEINE/CODEINE/PHOSPHATE/MEPROBAMATE),Paullinia cupana
STILPANE (CAFFEINE\CODEINE PHOSPHATE\MEPROBAMATE\PARACETAMOL),Paullinia cupana
STILPANE [CAFFEINE;CODEINE PHOSPHATE;MEPROBAMATE;PARACETAMOL],Paullinia cupana
SUGAR+TAURINE+CAFFEINE,Paullinia cupana
SYNALEVE (ACETAMINOPHEN (+) CAFFEINE (+) CODEINE PHOSPHATE (+) MEPROBA,Paullinia cupana
SYNALEVE [CAFFEINE;CODEINE PHOSPHATE;MEPROBAMATE;PARACETAMOL],Paullinia cupana
"SYNAP FORTE (ACETAMINOPHEN, CAFFEINE, DIPHENHYDRAMINE HYDROCHLORIDE, P",Paullinia cupana
"SYNAP FORTE (CAFFEINE, DEXTROPROPOXYPHENE NAPSILATE, DIPHENHYDRAMINE H",Paullinia cupana
SYNDOL (ACETAMINOPHEN\CAFFEINE\CODEINE\DOXYLAMINE),Paullinia cupana
"TANDRILAX (CAFFEINE, CARISOPRODOL, DICLOFENAC SODIUM, PARACETAMOL)",Paullinia cupana
"THERAFLU (CAFFEINE, CODEINE PHOSPHATE, PARACETAMOL, PIPERYLONE MALEATE",Paullinia cupana
THERAFLU (CAFFEINE/CODEINE PHOSPHATE/PARACETAMOL/PIPERYLONE MALEATE),Paullinia cupana
THOMAPYRIN (ACETYLSALICYLIC ACID;CAFFEINE;PARACETAMOL),Paullinia cupana
THOMAPYRIN (ACETYLSALICYLIC ACID/CAFFEINE/PARACETAMOL),Paullinia cupana
THOMAPYRIN [ACETYLSALICYLIC ACID;CAFFEINE;PARACETAMOL],Paullinia cupana
"THOMAPYRIN (ACETYLSALICYLIC ACID, CAFFEINE, PHENACETIN)",Paullinia cupana
THOMAPYRIN (ASPIRIN\CAFFEINE\PHENACETIN),Paullinia cupana
"THOMAPYRIN N              (ACETYLSALICYLIC ACID, CAFFEINE, PARACETAMOL",Paullinia cupana
"THOMAPYRIN N (ACETYLSALICYLIC ACID, CAFFEINE, PARACETAMOL)",Paullinia cupana
"TIGHT (ANHYD CAFFEINE,GRN TEA EXT,FORSLEAN,SYNEPHRINE,SCAREOLIDE,YOHIM",Paullinia cupana
"TONOPAN (NCH) (DIHYDROERGOTAMINE MESILATE, PROPYPHENAZONE, CAFFEINE CI",Paullinia cupana
"TONOPAN (NCH)(DIHYDROERGOTAMINE MESILATE, PROPYPHENAZONE, CAFFEINE CIT",Paullinia cupana
TORSILAX (SODIUM DICLOFENAC + CARISOPRODOL + PARACETAMOL + CAFFEINE),Paullinia cupana
"TOWATHIEM (CAFFEINE, PARACETAMOL, PROMETHAZINE, SALICYLAMIDE)",Paullinia cupana
"TOWATHIEM (SALICYLAMIDE, ACETAMINOPHEN, ANHYDROUS CAFFEINE, PROMETHAZI",Paullinia cupana
"TOWATHIEN (CAFFEINE, PARACETAMOL, PROMETHAZINE, SALICYLAMIDE)",Paullinia cupana
"TOWATHIEN (CAFFEINE, PARACETAMOL, PROMETHAZINE, SALICYLAMIDE0",Paullinia cupana
TRAVELMIN (CAFFEINE/DIPHENHYDRAMINE HYDROCHLORIDE/HYOSCINE HYDROBROMID,Paullinia cupana
TREO (ACETYLSALICYLIC ACID + CAFFEINE),Paullinia cupana
"TREO (ACETYLSALICYLIC ACID, CAFFEINE) TABLET, EFFERVESCENT",Paullinia cupana
TREO [ASPIRIN/CAFFEINE],Paullinia cupana
TREO COMP [ACETYLSALICYLIC ACID;APROBARBITAL;CAFFEINE;CODEINE PHOSPHAT,Paullinia cupana
TREO COMP [ACETYLSALICYLIC ACID;CAFFEINE;CODE,Paullinia cupana
"TREO COMP (ACETYLSALICYLIC ACID, CAFFEINE, CODEINE)",Paullinia cupana
TREO COMP (ACETYLSALICYLIC ACID\CODEINE\CAFFEINE),Paullinia cupana
TREO COMP BRUSTABLETTER (ACETYLSALICYLIC ACID\CODEINE\CAFFEINE),Paullinia cupana
"TRIANAL C (CODEINE PHOSPHATE, CAFFEINE, BUTALBITAL, ASPIRIN)",Paullinia cupana
"TRIATEC (ACETAMINOPHEN (+) CAFFEINE, CITRATED (+) CODEINE PHOSPHATE)",Paullinia cupana
TRIATEC [CAFFEINE CITRATE;CODEINE PHOSPHATE;PARACETAMOL],Paullinia cupana
"TRIATEC (CODEINE PHOSPHATE, CAFFEINE CITRATE, PARACETAMOL)",Paullinia cupana
"TRILAX  (CAFFEINE, CARISOPRODOL, DICLOFENAC, PARACETAMOL)",Paullinia cupana
"TRILAX (NGX) (CAFFEINE, CARISOPRODOL, DICLOFENAC, PARACETAMOL)",Paullinia cupana
"TRILAX (NGX) (CAFFEINE, CARISOPRODOL, DICLOFENAC, PARACETAMOL) TABLET",Paullinia cupana
"TRILAX (NGX)(CAFFEINE, CARISOPRODOL, DICLOFENAC, PARACETAMOL) UNKNOWN",Paullinia cupana
"TYLENOL #1 (CANADA) (ACETAMINOPHEN, CAFFEINE, CODEINE PHOSPHATE)",Paullinia cupana
TYLENOL #3 (*CAFFEINE/CODEINE PHOSPHATE/PARACETAMOL),Paullinia cupana
TYLENOL #3 (*CAFFEINE/CODEINE PHOSPHATE/PARACETAMOL) UNK,Paullinia cupana
"TYLENOL #3 (CANADA) (ACETAMINOPHEN, CAFFEINE, CODEINE PHOSPHATE)",Paullinia cupana
"TYLENOL #3 (CANADA) (CODEINE PHOSPHATE, CAFFEINE, ACETAMINOPHEN)",Paullinia cupana
"TYLENOL #3 (CODEINE PHOSPHATE, CAFFEINE, ACETAMINOPHEN)",Paullinia cupana
"TYLENOL (ACETOMINOPHEN, CAFFEINE, CODEINE PHOSPHATE)",Paullinia cupana
"TYLENOL  NO. 2 (CAFFEINE, CODEINE PHOSPHATE, PARACETAMOL)",Paullinia cupana
"TYLENOL NO. 2 (CAFFEINE, CODEINE PHOSPHATE, PARACETAMOL)",Paullinia cupana
"TYLENOL NO.2 (CAFFEINE, CODEINE PHOSPHATE, PARACETAMOL)",Paullinia cupana
"TYLENOL NO. 2 (CODEINE PHOSPHATE, CAFFEINE, PARACETAMOL)",Paullinia cupana
"TYLENOL WITH CODEIN #3 (CAFFEINE, CODEINE PHOSHATE, PARACETAMOL)",Paullinia cupana
"TYLENOL WITH CODEIN #3 (CAFFEINE, CODEINE PHOSPHATE, PARACETAMOL)",Paullinia cupana
"TYLENOL WITH CODEIN (CAFFEINE, CODEINE PHOSPHATE, PARACETAMOL)",Paullinia cupana
"TYLENOL WITH CODEIN [CAFFEINE,CODEINE PHOSPHATE,PARACETAMOL]",Paullinia cupana
TYLENOL WITH CODEIN [CAFFEINE;CODEINE PHOSPHATE;PARACETAMOL],Paullinia cupana
TYLENOL WITH CODEINE #3 [CAFFEINE\CODEINE PHOSPHATE\PARACETAMOL],Paullinia cupana
TYLENOL WITH CODEINE AND CAFFEINE,Paullinia cupana
TYLENOL WITH CODEINE (CAFFEINE/CODEINE PHOSPHATE/PARACETAMOL),Paullinia cupana
"TYLENOL WITH CODEINE, UNKNOWN (CAFFEINE + CODEINE PHOSPHATE + PARACETAMOL)",Paullinia cupana
"UNSPECIFIED ASTHMA MEDICATON (PHENOBARBITAL, EPHEDRINE HYDROCHLORIDE, CAFFEINE, AMINOPHYLLINE, POTASSIUM IODIDE)",Paullinia cupana
UNSPECIFIED CAFFEINE CONTAINING STIMULANT,Paullinia cupana
UNSPECIFIED CAFFEINE PILLS,Paullinia cupana
"VANQUISH [ACETYLSALICYLIC ACID,CAFFEINE,PARACETAMOL]",Paullinia cupana
"VINCENTS TABLETS (ACETYLSALICYLIC ACID, CAFFEINE, SALICYLAMIDE)",Paullinia cupana
WALGREENS ACETAMINOPHEN 250 MG/ASPIRIN 250 MG CAFFEINE 65 MG FILM COATED WHITE CAPLETS,Paullinia cupana
WATER [AMMONIUM CHLORIDE;CAFFEINE],Paullinia cupana
WATER PILL (CVS CAFFEINE FREE),Paullinia cupana
WIGRAINE (CAFFEINE (+) ERGOTAMINE TARTRATE),Paullinia cupana
WRAFTON LABS MAXIMUM STRENGTH COLD AND FLU (ACETAMINOPHEN\CAFFEINE\PHENYLEPHRINE HYDROCHLORIDE),Paullinia cupana
ZERIA [ATROPA BELLADONNA\CAFFEINE\CHLORPHENIRAMINE\PHENYLPROPANOLAMINE],Paullinia cupana
DIBUCAINE HYDROCHLORIDE/ESCULIN/FRAMYCETIN SULFATE/HYDROCORTISONE ACET,Aesculus hippocastanum
DIBUCAINE HYDROCHLORIDE/ESCULIN/HYDROCORTISONE ACETATE/NEOMYCIN SULFAT,Aesculus hippocastanum
PROCTOSEDYL (BENZOCAINE (+) BUTAMBEN (+) ESCULIN (+) FRAMYCETIN SULFAT,Aesculus hippocastanum
PROCTOSEDYL (HYDROCORTISONE-FRAMYCETIN-DIBUCAINE-ESCULIN),Aesculus hippocastanum
PROCTOSEDYL (HYDROCORTISONE-FRAMYCETIN-DIBUCALNE-ESCULIN),Aesculus hippocastanum
EMERALD LEAF BALI KRATOM (HERBALS\MITRAGYNINE),Mitragyna speciosa
KRATOM (MITRAGYNA) (MITRAGYNINE),Mitragyna speciosa
KRATOM (MITRAGYNINE),Mitragyna speciosa
MITRAGYNA SPECIOSA (MITRAGYNINE),Mitragyna speciosa
MITRAGYNINE,Mitragyna speciosa
MITRAGYNINE KRATOM,Mitragyna speciosa
MITRAGYNINE (KRATOM),Mitragyna speciosa
MITRAGYNINE (NO PREF. NAMDE),Mitragyna speciosa
MITRAGYNINE (NO PREF. NAME),Mitragyna speciosa
MITRAPHYLLINE,Mitragyna speciosa
APRICOXIB / PLACEBO 400MG DAILY - TRAGARA PHARMACA,Lepidium meyenii
ASCORBIC ACID W/CALCIUM GLUBIONATE(MACALVIT),Lepidium meyenii
ASHWAGANDHA (+) CATS CLAW (+) PAU D'ARCO (+) RHODIOLA (+) STEMMACANTHA,Lepidium meyenii
ASTHMACARE,Lepidium meyenii
"BACKAID MAX CAPLETS, ALVA-AMCO PHARMACAL COS., INC.",Lepidium meyenii
BUPIVACAINE MPF SPINAL (MACAINE SPINAL WITH DEXTROSE),Lepidium meyenii
CHROMACAPS,Lepidium meyenii
"CIPROFLOXACIN OPHTHALMIC SOLUTIO 0.3% AS BASE , 5 ML, RX ONLY HI-TECH PHARMACAL",Lepidium meyenii
CITRACAL ULTRADENSE          MISSION PHARMACAL  SAN ANTONIO TX,Lepidium meyenii
CITROMACALVIT,Lepidium meyenii
CITROMACALVIT (NCH),Lepidium meyenii
CLIMACAR (NOS),Lepidium meyenii
COTRIM. MFR: LEMMON PHARMACAL COMPANY,Lepidium meyenii
C-PHEN DM DROPS 30 ML BOCA PHARMACAL INC,Lepidium meyenii
C-PHEN DM DROPS BOCA PHARMACAL,Lepidium meyenii
CVS IBUPROFEN LIQUID GEL CAPS 200 MG BANNER PHARMACAPS/PL,Lepidium meyenii
DERMACAIN,Lepidium meyenii
DERMACARE,Lepidium meyenii
"DERMACARE(280MG CAPSULE,THE HIMALAYA DRUG CO.)",Lepidium meyenii
DEXALONE 30 MG DEXAMETHOROPHAN XANODYNE PHARMACAL INC,Lepidium meyenii
DOCU 150MG/15 ML HI TECH PHARMACAL,Lepidium meyenii
DOXORUBICIN    2MG/ML       MAYNEPHARMACANADA,Lepidium meyenii
FEMMENESSENCE MACA,Lepidium meyenii
FORLAX (MACAROGOL),Lepidium meyenii
GEMACALM,Lepidium meyenii
HCB APAP TABLETS 10/30MG -SOVEREIGN/BOCA PHARMACAL,Lepidium meyenii
HCL-TIMOLOL 6.8MG/ML HI-TECH PHARMACAL,Lepidium meyenii
HUMACAIN,Lepidium meyenii
HUMACAIN (OXYBUPROCAINE),Lepidium meyenii
HUMACAIN (OXYBUPROCAINE HYDROCHLORIDE),Lepidium meyenii
HUMACARPIN,Lepidium meyenii
HUMACART,Lepidium meyenii
"HUMACART 30% REGULAR, 70% NPH",Lepidium meyenii
"HUMACART 30% REGULAR, 70% NPH (HUMAN INSULIN (RDNA ORIGIN) 30% REGULAR",Lepidium meyenii
HUMACART 3/7,Lepidium meyenii
HUMACART 3/7 (INSULIN HUMAN),Lepidium meyenii
HUMACART 37 (INSULIN HUMAN (GENETICAL RECOMBINATION),Lepidium meyenii
