"name"	"latin_binomial"
ROSA SARMENTACEA WHOLE	ROSA CANINA
CREPINIA CANINA WHOLE	ROSA CANINA
ROSA CANINA L.	ROSA CANINA
ROSA OREADES WHOLE	ROSA CANINA
ROSA ACTINODROMA WHOLE	ROSA CANINA
ROSA EDITA WHOLE	ROSA CANINA
ROSA OBLONGATA WHOLE	ROSA CANINA
ROSA INSIGNIS WHOLE	ROSA CANINA
ROSA INCONSPICUA WHOLE	ROSA CANINA
ROSA SPHAERICA WHOLE	ROSA CANINA
ROSA TIMBALIANA WHOLE	ROSA CANINA
ROSA PLATYPHYLLA WHOLE	ROSA CANINA
ROSA ADENOCALYX WHOLE	ROSA CANINA
ROSA FISSISPINA WHOLE	ROSA CANINA
ROSA AMANSII WHOLE	ROSA CANINA
ROSA MONTIVAGA WHOLE	ROSA CANINA
ROSA SPURIA WHOLE	ROSA CANINA
ROSA BELGRADENSIS WHOLE	ROSA CANINA
ROSA LEUCANTHA WHOLE	ROSA CANINA
ROSA MOLLARDIANA WHOLE	ROSA CANINA
ROSA POLYANTHOS WHOLE	ROSA DAMASCENA
ROSA X BIFERA WHOLE	ROSA DAMASCENA
ROSA PORTLANDIA WHOLE	ROSA DAMASCENA
ROSA CALENDARUM WHOLE	ROSA DAMASCENA
ROSA X DAMASCENA WHOLE	ROSA DAMASCENA
ROSA DAMASCENA WHOLE	ROSA DAMASCENA
ROSA X DAMASCENA ITALICA WHOLE	ROSA DAMASCENA
ROSA X DAMASCENA VARIEGATA WHOLE	ROSA DAMASCENA
ROSA X DAMASCENA COCCINEA WHOLE	ROSA DAMASCENA
DAMASK ROSE [HOC]	ROSA DAMASCENA
ROSA X DAMASCENA AURORA WHOLE	ROSA DAMASCENA
ROSA X DAMASCENA CELSIANA WHOLE	ROSA DAMASCENA
RUBUS RAPPII WHOLE	RUBUS ALLEGHENIENSIS
RUBUS SEPAR WHOLE	RUBUS ALLEGHENIENSIS
RUBUS NIGROBACCUS WHOLE	RUBUS ALLEGHENIENSIS
RUBUS AVIPES WHOLE	RUBUS ALLEGHENIENSIS
ALLEGHENY BLACKBERRY WHOLE	RUBUS ALLEGHENIENSIS
RUBUS MONTANUS WHOLE	RUBUS ALLEGHENIENSIS
RUBUS NUPERUS WHOLE	RUBUS ALLEGHENIENSIS
RUBUS FLORICOMUS WHOLE	RUBUS ALLEGHENIENSIS
RUBUS LATENS WHOLE	RUBUS ALLEGHENIENSIS
RUBUS ALLEGHENIENSIS WHOLE	RUBUS ALLEGHENIENSIS
RUBUS ALLEGHENIENSIS PORTER	RUBUS ALLEGHENIENSIS
RUBUS ALLEGHANIENSIS WHOLE	RUBUS ALLEGHENIENSIS
RUBUS CONGRUUS WHOLE	RUBUS ALLEGHENIENSIS
RUBUS NIGROBACCATUS WHOLE	RUBUS ALLEGHENIENSIS
RUBUS PAULUS WHOLE	RUBUS ALLEGHENIENSIS
RUBUS BRACTEALIS WHOLE	RUBUS ALLEGHENIENSIS
RUBUS CAMPESTRIS WHOLE	RUBUS ALLEGHENIENSIS
RUBUS PAR WHOLE	RUBUS ALLEGHENIENSIS
RUBUS SUBERECTUS WHOLE	RUBUS CANADENSIS
RUBUS FORESTALIS WHOLE	RUBUS CANADENSIS
RUBUS CANADENSIS L.	RUBUS CANADENSIS
RUBUS ILLUSTRIS WHOLE	RUBUS CANADENSIS
SELNORITION CANADENSIS WHOLE	RUBUS CANADENSIS
SMOOTH BLACKBERRY WHOLE	RUBUS CANADENSIS
RUBUS LAETABILIS WHOLE	RUBUS CANADENSIS
RUBUS IRREGULARIS WHOLE	RUBUS CANADENSIS
RUBUS RANDII WHOLE	RUBUS CANADENSIS
RUBUS AMNICOLA WHOLE	RUBUS CANADENSIS
RUBUS MILLSPAUGHII WHOLE	RUBUS CANADENSIS
RUBUS PERGRATUS WHOLE	RUBUS CANADENSIS
RUBUS CANADENSIS WHOLE	RUBUS CANADENSIS
RUBUS BESSEYI WHOLE	RUBUS CANADENSIS
RUBUS ORARIUS WHOLE	RUBUS CANADENSIS
RUBUS CUNEIFOLIUS WHOLE	RUBUS CUNEIFOLIUS
SAND BLACKBERRY WHOLE	RUBUS CUNEIFOLIUS
RUBUS CHAPMANII WHOLE	RUBUS CUNEIFOLIUS
RUBUS DIXIENSIS WHOLE	RUBUS CUNEIFOLIUS
RUBUS CUNEIFOLIUS PURSH	RUBUS CUNEIFOLIUS
RUBUS TRACYI WHOLE	RUBUS FLAGELLARIS
RUBUS BAILEYANUS WHOLE	RUBUS FLAGELLARIS
AMERICAN DEWBERRY WHOLE	RUBUS FLAGELLARIS
RUBUS CLAUSENII WHOLE	RUBUS FLAGELLARIS
RUBUS ASCENDENS WHOLE	RUBUS FLAGELLARIS
RUBUS OCCULTUS WHOLE	RUBUS FLAGELLARIS
RUBUS LONGIPES WHOLE	RUBUS FLAGELLARIS
RUBUS SERENUS WHOLE	RUBUS FLAGELLARIS
RUBUS SAILORI WHOLE	RUBUS FLAGELLARIS
RUBUS BONUS WHOLE	RUBUS FLAGELLARIS
RUBUS FLAGELLARIS WHOLE	RUBUS FLAGELLARIS
RUBUS CAMURUS WHOLE	RUBUS FLAGELLARIS
RUBUS TETRICUS WHOLE	RUBUS FLAGELLARIS
RUBUS ENSLENII WHOLE	RUBUS FLAGELLARIS
RUBUS CONNIXUS WHOLE	RUBUS FLAGELLARIS
RUBUS FLAGELLARIS WILLD.	RUBUS FLAGELLARIS
RUBUS DISSITIFLORUS WHOLE	RUBUS FLAGELLARIS
RUBUS GEOPHILUS WHOLE	RUBUS FLAGELLARIS
RUBUS ALACER WHOLE	RUBUS FLAGELLARIS
RUBUS SUBUNIFLORUS WHOLE	RUBUS FLAGELLARIS
RUBUS EXEMPTUS WHOLE	RUBUS FLAGELLARIS
WHIPLASH DEWBERRY WHOLE	RUBUS FLAGELLARIS
RUBUS PROCUMBENS WHOLE	RUBUS FLAGELLARIS
RUBUS NEONEFRENS WHOLE	RUBUS FLAGELLARIS
NORTHERN DEWBERRY WHOLE	RUBUS FLAGELLARIS
RUBUS ASHEI WHOLE	RUBUS FLAGELLARIS
RUBUS MALTEI WHOLE	RUBUS FLAGELLARIS
RUBUS CORDIALIS WHOLE	RUBUS FLAGELLARIS
RUBUS FRUSTRATUS WHOLE	RUBUS FLAGELLARIS
RUBUS SUBINIFLORUS WHOLE	RUBUS FLAGELLARIS
RUBUS ARUNDELANUS WHOLE	RUBUS FLAGELLARIS
RUBUS LACINIATUS (WESTON) WILLD.	RUBUS LACINIATUS
BLACKBERRY (RUBUS LACINIATUS) [HOC]	RUBUS LACINIATUS
CUTLEAF BLACKBERRY WHOLE	RUBUS LACINIATUS
RUBUS LACINIATUS WHOLE	RUBUS LACINIATUS
RUBUS PARVIFOLIUS WHOLE	RUBUS PARVIFOLIUS
SMALL-LEAF BRAMBLE WHOLE	RUBUS PARVIFOLIUS
RUBUS THUNBERGII WHOLE	RUBUS PARVIFOLIUS
TRAILING RASPBERRY WHOLE	RUBUS PARVIFOLIUS
MAO MEI WHOLE	RUBUS PARVIFOLIUS
THREELEAF BLACKBERRY WHOLE	RUBUS PARVIFOLIUS
RUBUS PARVIFOLIUS L.	RUBUS PARVIFOLIUS
RUBUS PARVIFOLIUS [WHO-DD]	RUBUS PARVIFOLIUS
RUBUS HOATIENSIS WHOLE	RUBUS PARVIFOLIUS
NATIVE RASPBERRY WHOLE	RUBUS PARVIFOLIUS
RUBUS MUNDTII WHOLE	RUBUS RIGIDUS
RUBUS RIGIDIUSCULUS WHOLE	RUBUS RIGIDUS
RUBUS INEDULIS WHOLE	RUBUS RIGIDUS
DYCTISPERMA RIGIDUS WHOLE	RUBUS RIGIDUS
RUBUS RIGIDUS WHOLE	RUBUS RIGIDUS
RUBUS DISCOLOR WHOLE	RUBUS RIGIDUS
RUBUS ATROCOERULEUS WHOLE	RUBUS RIGIDUS
RUBUS CHRYSOCARPUS WHOLE	RUBUS RIGIDUS
RUBUS RIGIDUS SM.	RUBUS RIGIDUS
RUBUS TRIVIALIS MICHX.	RUBUS TRIVIALIS
RUBUS MISSISSIPPIANUS WHOLE	RUBUS TRIVIALIS
RUBUS CONTINENTALIS WHOLE	RUBUS TRIVIALIS
RUBUS RUBRISETUS WHOLE	RUBUS TRIVIALIS
RUBUS OKEECHOBEUS WHOLE	RUBUS TRIVIALIS
SOUTHERN DEWBERRY WHOLE	RUBUS TRIVIALIS
RUBUS TALLAHASSEANUS WHOLE	RUBUS TRIVIALIS
RUBUS TRIVIALIS WHOLE	RUBUS TRIVIALIS
RUBUS CARPINIFOLIUS WHOLE	RUBUS TRIVIALIS
RUBUS SANGUINOLENTUS WHOLE	RUBUS TRIVIALIS
PARMENA MENZIESII WHOLE	RUBUS URSINUS
RUBUS URSINUS CHAM. & SCHLTDL.	RUBUS URSINUS
CALIFORNIA BLACKBERRY WHOLE	RUBUS URSINUS
RUBUS VITIFOLIUS SUBSP. URSINUS WHOLE	RUBUS URSINUS
RUBUS MENZIESII WHOLE	RUBUS URSINUS
RUBUS VITIFOLIUS SUBSP. URSINUS [WHO-DD]	RUBUS URSINUS
RUBUS URSINUS WHOLE	RUBUS URSINUS
BLACK-EYED SUSAN WHOLE	RUDBECKIA HIRTA
HELIANTHUS HIRTUS WHOLE	RUDBECKIA HIRTA
COREOPSIS HIRTA WHOLE	RUDBECKIA HIRTA
BLACKEYED SUSAN WHOLE	RUDBECKIA HIRTA
RUDBECKIA AMPLECTENS WHOLE	RUDBECKIA HIRTA
YELLOW OX-EYE DAISY WHOLE	RUDBECKIA HIRTA
RUDBECKIA BRITTONII WHOLE	RUDBECKIA HIRTA
RUDBECKIA HIRTA L.	RUDBECKIA HIRTA
GLORIOSA DAISY WHOLE	RUDBECKIA HIRTA
RUDBECKIA MONTICOLA WHOLE	RUDBECKIA HIRTA
RUDBECKIA HIRTA WHOLE	RUDBECKIA HIRTA
RUDBECKIA HIRTA [WHO-DD]	RUDBECKIA HIRTA
BROWN-EYED SUSAN WHOLE	RUDBECKIA HIRTA
CENTROCARPHA GRACILIS WHOLE	RUDBECKIA HIRTA
CENTROCARPHA HIRTA WHOLE	RUDBECKIA HIRTA
RUMEX ELONGATUS WHOLE	RUMEX CRISPUS
SOUR DOCK WHOLE	RUMEX CRISPUS
RUMEX CRISPUS WHOLE	RUMEX CRISPUS
CURLED DOCK WHOLE	RUMEX CRISPUS
RUMEX ODONTOCARPUS WHOLE	RUMEX CRISPUS
YELLOW DOCK [HOC]	RUMEX CRISPUS
LAPATHUM CRISPUM WHOLE	RUMEX CRISPUS
RUMEX LINGULATUS WHOLE	RUMEX CRISPUS
CURLY DOCK WHOLE	RUMEX CRISPUS
RUMEX FAURIEI WHOLE	RUMEX CRISPUS
RUMEX CRISPUS L.	RUMEX CRISPUS
YELLOW DOCK WHOLE	RUMEX CRISPUS
RHEUM CRISPUM WHOLE	RUMEX CRISPUS
RUMEX COREANUS WHOLE	RUMEX CRISPUS
RUMEX VENOSUS PURSH	RUMEX VENOSUS
LAPATHUM VENOSUM WHOLE	RUMEX VENOSUS
VEINY DOCK WHOLE	RUMEX VENOSUS
RUMEX VENOSUS WHOLE	RUMEX VENOSUS
RUSCUS PARASITICUS WHOLE	RUSCUS ACULEATUS
RUSCUS FLEXUOSUS WHOLE	RUSCUS ACULEATUS
RUSCUS ACULEATUS WHOLE	RUSCUS ACULEATUS
RUSCUS LAXUS WHOLE	RUSCUS ACULEATUS
RUSCUS PONTICUS WHOLE	RUSCUS ACULEATUS
BUTCHER'S BROOM WHOLE	RUSCUS ACULEATUS
RUSCUS ACULEATUS [WHO-DD]	RUSCUS ACULEATUS
RUSCUS ACULEATUS L.	RUSCUS ACULEATUS
OXYMYRSINE PUNGENS WHOLE	RUSCUS ACULEATUS
BOX HOLLY WHOLE	RUSCUS ACULEATUS
RUSCUS DUMOSUS WHOLE	RUSCUS ACULEATUS
BUTCHER'S BROOM [HOC]	RUSCUS ACULEATUS
EGYPTIAN RUE WHOLE	RUTA CHALEPENSIS
RUTA FUMARIIFOLIA WHOLE	RUTA CHALEPENSIS
FRINGED RUE [HOC]	RUTA CHALEPENSIS
FRINGED RUE WHOLE	RUTA CHALEPENSIS
RUTA CHALEPENSIS L.	RUTA CHALEPENSIS
RUTA BRACTEOSA WHOLE	RUTA CHALEPENSIS
RUTA CHALEPENSIS WHOLE	RUTA CHALEPENSIS
COMMON RUE WHOLE	RUTA GRAVEOLENS
RUTA ALTERA WHOLE	RUTA GRAVEOLENS
RUTA GRAVEOLENS L.	RUTA GRAVEOLENS
RUTA CILIATA WHOLE	RUTA GRAVEOLENS
YUN XIANG	RUTA GRAVEOLENS
CHOU CAO	RUTA GRAVEOLENS
RUTA OFFICINALIS WHOLE	RUTA GRAVEOLENS
HERB-OF-GRACE WHOLE	RUTA GRAVEOLENS
RUE [HOC]	RUTA GRAVEOLENS
RUTA DIVERSIFOLIA WHOLE	RUTA GRAVEOLENS
RUTA SUBTRIPINNATA WHOLE	RUTA GRAVEOLENS
RUE WHOLE	RUTA GRAVEOLENS
RUTA CRITHMIFOLIA WHOLE	RUTA GRAVEOLENS
RUTA HORTENSIS WHOLE	RUTA GRAVEOLENS
RUTA HOLOPETALA WHOLE	RUTA GRAVEOLENS
RUTA DIVARICATA WHOLE	RUTA GRAVEOLENS
RUTA MACROPHYLLA WHOLE	RUTA GRAVEOLENS
RUTA GRAVEOLENS WHOLE	RUTA GRAVEOLENS
SABAL MINIMA WHOLE	SABAL MINOR
CHAMAEROPS ARUNDINACEA WHOLE	SABAL MINOR
SABAL ADIANTINA WHOLE	SABAL MINOR
CORYPHA MINOR WHOLE	SABAL MINOR
CHAMAEROPS SABALOIDES WHOLE	SABAL MINOR
CHAMAEROPS GLABRA WHOLE	SABAL MINOR
SABAL FLORIBUNDA WHOLE	SABAL MINOR
CHAMAEROPS LOUISIANA WHOLE	SABAL MINOR
CORYPHA PUMILA WHOLE	SABAL MINOR
SABAL MINOR WHOLE	SABAL MINOR
RHAPIS ARUNDINACEA WHOLE	SABAL MINOR
SABAL PUMILA WHOLE	SABAL MINOR
SABAL GLABRA WHOLE	SABAL MINOR
SABAL SPECIOSA WHOLE	SABAL MINOR
CHAMAEROPS ACAULIS WHOLE	SABAL MINOR
SABAL LOUISIANA WHOLE	SABAL MINOR
SABAL DEERINGIANA WHOLE	SABAL MINOR
SABAL CAROLINIANA WHOLE	SABAL MINOR
BRAHEA MINIMA WHOLE	SABAL MINOR
RHAPIS ACAULIS WHOLE	SABAL MINOR
DWARF PALMETTO WHOLE	SABAL MINOR
SABAL MINOR (JACQ.) PERS.	SABAL MINOR
SALIX DEPENDENS WHOLE	SALIX BABYLONICA
SALIX JEHOLENSIS WHOLE	SALIX BABYLONICA
SALIX CAPITATA WHOLE	SALIX BABYLONICA
SALIX COMOSA WHOLE	SALIX BABYLONICA
SALIX MATSUDANA WHOLE	SALIX BABYLONICA
SALIX OHSIDARE WHOLE	SALIX BABYLONICA
SALIX CANTONIENSIS WHOLE	SALIX BABYLONICA
SALIX YUHKII WHOLE	SALIX BABYLONICA
SALIX LENTA WHOLE	SALIX BABYLONICA
SALIX COCHLEATA WHOLE	SALIX BABYLONICA
PEKING WILLOW WHOLE	SALIX BABYLONICA
WEEPING WILLOW [HOC]	SALIX BABYLONICA
BABYLON WEEPING WILLOW WHOLE	SALIX BABYLONICA
FICUS SALIX WHOLE	SALIX BABYLONICA
SALIX PSEUDOLASIOGYNE WHOLE	SALIX BABYLONICA
BABYLON WILLOW WHOLE	SALIX BABYLONICA
SALIX PSEUDOMATSUDANA WHOLE	SALIX BABYLONICA
SALIX NEOLASIOGYNE WHOLE	SALIX BABYLONICA
SALIX SUBFRAGILIS WHOLE	SALIX BABYLONICA
SALIX BABYLONICA [WHO-DD]	SALIX BABYLONICA
SALIX PERPENDENS WHOLE	SALIX BABYLONICA
SALIX NAPOLEONIS WHOLE	SALIX BABYLONICA
SALIX MATSUDANA [WHO-DD]	SALIX BABYLONICA
SALIX CHINENSIS WHOLE	SALIX BABYLONICA
SALIX PSEUDOGILGIANA WHOLE	SALIX BABYLONICA
SALIX LASIOGYNE WHOLE	SALIX BABYLONICA
SALIX BABYLONICA L.	SALIX BABYLONICA
WEEPING WILLOW WHOLE	SALIX BABYLONICA
SALIX PINGLIENSIS WHOLE	SALIX BABYLONICA
SALIX JISHIENSIS WHOLE	SALIX BABYLONICA
SALIX BABYLONICA WHOLE	SALIX BABYLONICA
SALIX NAPOLEONA WHOLE	SALIX BABYLONICA
SALIX ANNULARIS WHOLE	SALIX BABYLONICA
SALIX ARGUTA WHOLE	SALIX LUCIDA
PACIFIC WILLOW [HOC]	SALIX LUCIDA
SALIX LANCIFOLIA WHOLE	SALIX LUCIDA
SALIX LASIANDRA WHOLE	SALIX LUCIDA
SALIX LYALLII WHOLE	SALIX LUCIDA
SHINING WILLOW WHOLE	SALIX LUCIDA
BAY WILLOW WHOLE	SALIX LUCIDA
SALIX LUCIDA SUBSP. LASIANDRA WHOLE	SALIX LUCIDA
SALIX MARGINATA WHOLE	SALIX NIGRA
SALIX FLAVOVIRENS WHOLE	SALIX NIGRA
AMERINA HOUSTONIANA WHOLE	SALIX NIGRA
BLACK WILLOW WHOLE	SALIX NIGRA
PLEIARINA NIGRA WHOLE	SALIX NIGRA
BLACK WILLOW [HOC]	SALIX NIGRA
SALIX FALCATA WHOLE	SALIX NIGRA
SALIX NIGRA WHOLE	SALIX NIGRA
SALIX TESTACEA WHOLE	SALIX NIGRA
SALIX GONGYLOCARPA WHOLE	SALIX NIGRA
SALIX VULGARIS WHOLE	SALIX NIGRA
SALIX LIGUSTRINA WHOLE	SALIX NIGRA
SALIX HOUSTONIANA WHOLE	SALIX NIGRA
SALIX DENUDATA WHOLE	SALIX NIGRA
AMERINA NIGRA WHOLE	SALIX NIGRA
AMERINA BALDUINIANA WHOLE	SALIX NIGRA
SALIX TRISTIS WHOLE	SALIX NIGRA
SALIX NIGRA MARSHALL	SALIX NIGRA
SALIX PYRIFOLIA WHOLE	SALIX PYRIFOLIA
SALIX COLUMBIAE WHOLE	SALIX PYRIFOLIA
SALIX PYRIFOLIA ANDERSSON	SALIX PYRIFOLIA
BALSAM WILLOW WHOLE	SALIX PYRIFOLIA
SALIX BALSAMIFERA WHOLE	SALIX PYRIFOLIA
SALIX AURICULATA WHOLE	SALIX TRIANDRA
FRENCH WILLOW WHOLE	SALIX TRIANDRA
SALIX HOFFMANNIANA WHOLE	SALIX TRIANDRA
NESTYLIX AMYGDALINA WHOLE	SALIX TRIANDRA
NESTYLIX HOPPEANA WHOLE	SALIX TRIANDRA
SALIX TENUIFLORA WHOLE	SALIX TRIANDRA
SALIX LANCEOLATA WHOLE	SALIX TRIANDRA
SALIX TREVIRANI WHOLE	SALIX TRIANDRA
SALIX SPECTABILIS WHOLE	SALIX TRIANDRA
SALIX AMYGDALIFOLIA WHOLE	SALIX TRIANDRA
SALIX KOVATSII WHOLE	SALIX TRIANDRA
SALIX SEROTINA WHOLE	SALIX TRIANDRA
SALIX ARMENA WHOLE	SALIX TRIANDRA
NESTYLIX VILLARSIANA WHOLE	SALIX TRIANDRA
SALIX AMIGDALINA WHOLE	SALIX TRIANDRA
SALIX VARIA WHOLE	SALIX TRIANDRA
SALIX FURSAEVII WHOLE	SALIX TRIANDRA
SALIX RADICANS WHOLE	SALIX TRIANDRA
SALIX HOPPEANA WHOLE	SALIX TRIANDRA
SALIX ANDROGYNA WHOLE	SALIX TRIANDRA
ALMOND WILLOW WHOLE	SALIX TRIANDRA
GRUENERA AMYGDALOIDES WHOLE	SALIX TRIANDRA
SALIX SEMPERFLORENS WHOLE	SALIX TRIANDRA
SALIX SPECIOSA WHOLE	SALIX TRIANDRA
ALMOND-LEAF WILLOW WHOLE	SALIX TRIANDRA
SALIX TRIANDRA WHOLE	SALIX TRIANDRA
SALIX VILLARSIANA WHOLE	SALIX TRIANDRA
SALIX VENUSTA WHOLE	SALIX TRIANDRA
SALIX MEDWEDEWII WHOLE	SALIX TRIANDRA
SALIX TRIANDRA L.	SALIX TRIANDRA
SALVIA ALBIFRONS WHOLE	SALVIA MACROSIPHON
SALVIA KOTSCHYI WHOLE	SALVIA MACROSIPHON
SALVIA MACROSIPHON WHOLE	SALVIA MACROSIPHON
SALVIA CUSPIDATISSIMA WHOLE	SALVIA MACROSIPHON
SALVIA NACHICZEVANICA WHOLE	SALVIA MACROSIPHON
SALVIA MACROSIPHON BOISS.	SALVIA MACROSIPHON
SALVIA MACROSIPHONIA WHOLE	SALVIA MACROSIPHON
SALVIA LEMMONII WHOLE	SALVIA MICROPHYLLA
SALVIA MICROPHYLLA VAR. MICROPHYLLA WHOLE	SALVIA MICROPHYLLA
SALVIA OBTUSA WHOLE	SALVIA MICROPHYLLA
SALVIA GASTERANTHA WHOLE	SALVIA MICROPHYLLA
SALVIA MICROPHYLLA WHOLE	SALVIA MICROPHYLLA
SALVIA ODORATISSIMA WHOLE	SALVIA MICROPHYLLA
GRAHAM'S SAGE WHOLE	SALVIA MICROPHYLLA
BABY SAGE WHOLE	SALVIA MICROPHYLLA
LESEMIA COCCINEA WHOLE	SALVIA MICROPHYLLA
SALVIA MICROPHYLLA KUNTH	SALVIA MICROPHYLLA
BABY SAGE [HOC]	SALVIA MICROPHYLLA
SALVIA GRAHAMII WHOLE	SALVIA MICROPHYLLA
BLACKCURRANT SAGE WHOLE	SALVIA MICROPHYLLA
SALVIA MILTIORRHIZA WHOLE	SALVIA MILTIORRHIZA
SALVIA MILTIORRHIZA VAR. MILTIORRHIZA WHOLE	SALVIA MILTIORRHIZA
SALVIA MILTIORRHIZA	SALVIA MILTIORRHIZA
SALVIA MULTIORRHIZA WHOLE	SALVIA MILTIORRHIZA
CHINESE SAGE WHOLE	SALVIA MILTIORRHIZA
CHINESE SALVIA [HOC]	SALVIA MILTIORRHIZA
RED- SAGE WHOLE	SALVIA MILTIORRHIZA
SALVIA MILTIORRHIZA BUNGE	SALVIA MILTIORRHIZA
CHINESE SALVIA WHOLE	SALVIA MILTIORRHIZA
RED SAGE WHOLE	SALVIA MILTIORRHIZA
SALVIA MILTIORRHIZAE	SALVIA MILTIORRHIZA
SALVIA POGONOCALYX WHOLE	SALVIA MILTIORRHIZA
SALVIA WHOLE	SALVIA MILTIORRHIZA
SALVIA ANOMALA WHOLE	SALVIA MILTIORRHIZA
SALVIA MILTIORRHIZA [WHO-DD]	SALVIA MILTIORRHIZA
SALVIA GRANDIFLORA WHOLE	SALVIA OFFICINALIS
GARDEN SAGE WHOLE	SALVIA OFFICINALIS
CULINARY SAGE WHOLE	SALVIA OFFICINALIS
SALVIA OFFICINALIS WHOLE	SALVIA OFFICINALIS
DALMATION SAGE WHOLE	SALVIA OFFICINALIS
SALVIA OFFICINALIS [WHO-DD]	SALVIA OFFICINALIS
OBOSKON CRETICA WHOLE	SALVIA OFFICINALIS
SAGE [HOC]	SALVIA OFFICINALIS
SALVIA CLUSII WHOLE	SALVIA OFFICINALIS
SALVIA OFFICINALIS SUBSP. OFFICINALIS WHOLE	SALVIA OFFICINALIS
SALVIA OFFICINALIS L.	SALVIA OFFICINALIS
SALVIA CRETICA WHOLE	SALVIA OFFICINALIS
SALVIA DIGYNA WHOLE	SALVIA OFFICINALIS
SALVIA CHROMATICA WHOLE	SALVIA OFFICINALIS
SALVIA TRICOLOR WHOLE	SALVIA OFFICINALIS
COMMON SAGE WHOLE	SALVIA OFFICINALIS
SAGE WHOLE	SALVIA OFFICINALIS
KITCHEN SAGE WHOLE	SALVIA OFFICINALIS
SALVIA MINOR WHOLE	SALVIA OFFICINALIS
SALVIA OFFICINALIS (SAGE) WHOLE	SALVIA OFFICINALIS
SALVIA CRISPA WHOLE	SALVIA OFFICINALIS
SALVIA PAPILLOSA WHOLE	SALVIA OFFICINALIS
BROADLEAF SAGE WHOLE	SALVIA OFFICINALIS
TRUE SAGE WHOLE	SALVIA OFFICINALIS
DALMATIAN SAGE WHOLE	SALVIA OFFICINALIS
SALVIA PRATENSIS L.	SALVIA PRATENSIS
SALVIA ARNASSENSIS WHOLE	SALVIA PRATENSIS
SALVIA MACRANTHA WHOLE	SALVIA PRATENSIS
SALVIA VARIEGATA WHOLE	SALVIA PRATENSIS
SALVIA VULGARIS WHOLE	SALVIA PRATENSIS
PLETHIOSPHACE PRATENSIS WHOLE	SALVIA PRATENSIS
SALVIA SUBLOBATA WHOLE	SALVIA PRATENSIS
INTRODUCED SAGE WHOLE	SALVIA PRATENSIS
SALVIA TENOREI WHOLE	SALVIA PRATENSIS
SALVIA RUBICUNDA WHOLE	SALVIA PRATENSIS
SALVIA CERATOPHYLLOIDES WHOLE	SALVIA PRATENSIS
SALVIA EXASPERATA WHOLE	SALVIA PRATENSIS
SALVIA AGRESTIS WHOLE	SALVIA PRATENSIS
SALVIA BARRELIERI WHOLE	SALVIA PRATENSIS
GALLITRICHUM CLUSII WHOLE	SALVIA PRATENSIS
SALVIA CERATOPHYLLA WHOLE	SALVIA PRATENSIS
GALLITRICHUM PRATENSE WHOLE	SALVIA PRATENSIS
MEADOW SAGE WHOLE	SALVIA PRATENSIS
SALVIA SALVATORII WHOLE	SALVIA PRATENSIS
SALVIA TIBERINA WHOLE	SALVIA PRATENSIS
SCLAREA TUBEROSA WHOLE	SALVIA PRATENSIS
SALVIA PRATENSIS WHOLE	SALVIA PRATENSIS
PLETHIOSPHACE STENANTHA WHOLE	SALVIA PRATENSIS
SALVIA LUPINOIDES WHOLE	SALVIA PRATENSIS
SCLAREA PRATENSIS WHOLE	SALVIA PRATENSIS
SALVIA PRATENSIS [WHO-DD]	SALVIA PRATENSIS
SALVIA ROSTRATA WHOLE	SALVIA PRATENSIS
PLETHIOSPHACE LEISTNERIANA WHOLE	SALVIA PRATENSIS
ROSMARINUS LATIFOLIUS WHOLE	SALVIA ROSMARINUS
ROSMARINUS PALAUI WHOLE	SALVIA ROSMARINUS
ROSMARINUS LAXIFLORUS WHOLE	SALVIA ROSMARINUS
ROMERO WHOLE	SALVIA ROSMARINUS
ROSMARINUS PROSTRATUS WHOLE	SALVIA ROSMARINUS
SALVIA ROSMARINUS SPENN.	SALVIA ROSMARINUS
SALVIA FASCICULATA WHOLE	SALVIA ROSMARINUS
ROSMARINUS FLEXUOSUS WHOLE	SALVIA ROSMARINUS
ROSMARINUS TENUIFOLIUS WHOLE	SALVIA ROSMARINUS
ROSMARINUS OFFICINALIS (ROSEMARY) WHOLE	SALVIA ROSMARINUS
ROSEMARY WHOLE	SALVIA ROSMARINUS
ROSMARINUS ANGUSTIFOLIUS WHOLE	SALVIA ROSMARINUS
ROSMARINUS OFFICINALIS WHOLE	SALVIA ROSMARINUS
ROSEMARY [HOC]	SALVIA ROSMARINUS
ROSMARINUS SEROTINUS WHOLE	SALVIA ROSMARINUS
SALVIA ROSMARINUS WHOLE	SALVIA ROSMARINUS
CLARY SAGE [HOC]	SALVIA SCLAREA
CLARY SAGE WHOLE	SALVIA SCLAREA
SALVIA PAMIRICA WHOLE	SALVIA SCLAREA
SALVIA SCLAREA [WHO-DD]	SALVIA SCLAREA
SALVIA SCLAREA L.	SALVIA SCLAREA
SCLAREA TINGITANA WHOLE	SALVIA SCLAREA
SALVIA LUCANA WHOLE	SALVIA SCLAREA
SALVIA ROMANA WHOLE	SALVIA SCLAREA
SALVIA SCLAREA WHOLE	SALVIA SCLAREA
SALVIA SIMSIANA WHOLE	SALVIA SCLAREA
AETHIOPIS SCLAREA WHOLE	SALVIA SCLAREA
SALVIA ALTILABROSA WHOLE	SALVIA SCLAREA
SALVIA TURKESTANICA WHOLE	SALVIA SCLAREA
SCLAREA VULGARIS WHOLE	SALVIA SCLAREA
EUROPE SAGE WHOLE	SALVIA SCLAREA
