FAERS_drug_match,lookup_value
ECHINACEA FORMULA,Echinacea purpurea
ECHINACEA FORTE,Echinacea purpurea
ECHINACEA PLUS,Echinacea purpurea
ECHINACEA PRN,Echinacea purpurea
ECHINACEA 3000,Echinacea purpurea
ECHINACEA 6300,Echinacea purpurea
ECHINACEAE,Echinacea purpurea
ECHINACEA GOLDEN,Echinacea purpurea
ECHINACEA HERB,Echinacea purpurea
ECHINACEA SPP,Echinacea purpurea
ECHINACEA SPP.,Echinacea purpurea
ECHINACEA TABLET,Echinacea purpurea
RIESHI,Ganoderma lucidum
GANODERMA LUCIDUM SPORE,Ganoderma lucidum
LING ZHI  LUNG,Ganoderma lucidum
RHODILA,Rhodiola rosea
RODIOLA,Rhodiola rosea
RHODEOLA ROSEA,Rhodiola rosea
RHODIALIA ROSEA,Rhodiola rosea
RODHIOLA ROSEA,Rhodiola rosea
SERENOA SERRULATA,Serenoa repens
SAL PALMENTO,Serenoa repens
SAL PALMETO,Serenoa repens
SAL PALMETTO,Serenoa repens
SALT PALMETTO,Serenoa repens
SAN PALMETTO,Serenoa repens
SAU PALMETTO,Serenoa repens
SAW PALAMETTO,Serenoa repens
SAW PALLMETTO,Serenoa repens
SAW PALMEMTTO,Serenoa repens
SAW PALMENTO,Serenoa repens
SAWPALMENTTO,Serenoa repens
SAW PALMETA,Serenoa repens
SAW PALMETIO,Serenoa repens
SAW PALMETO,Serenoa repens
SAW PALMETTA,Serenoa repens
SAWPALMETTO,Serenoa repens
SAW  PALMETTO,Serenoa repens
SAW-PALMETTO,Serenoa repens
SAW PALMETTTO,Serenoa repens
SAW PALMOTTO,Serenoa repens
SAW PAMETTO,Serenoa repens
SAW PAWMENTO,Serenoa repens
SAW PAWMETTO,Serenoa repens
SAW PELMETTO,Serenoa repens
SAW PLAMETTO,Serenoa repens
SAWTALMETTO,Serenoa repens
SOW PALMETTO,Serenoa repens
SERENOA REPANS,Serenoa repens
SERENOAREPENS,Serenoa repens
PALMETTO,Serenoa repens
RAW PALLEMTO,Serenoa repens
SALPALMETO,Serenoa repens
SALPAMENTO,Serenoa repens
SALPOLMENTO,Serenoa repens
SALS PALMETO,Serenoa repens
SALT PALMETO,Serenoa repens
SAW PALEMTTOI,Serenoa repens
SAW PALME,Serenoa repens
SAW PAMELLA,Serenoa repens
SAWPAMELTTO,Serenoa repens
SAW PLAMETO,Serenoa repens
SOL PALMETO,Serenoa repens
SOLPALMETTO,Serenoa repens
SAL PALMETO OTC,Serenoa repens
SAL PALMETTO COMPLEX,Serenoa repens
SAW PALMETTO COMPLETE,Serenoa repens
SAW PAMETTO EXTRA,Serenoa repens
STAINGING NETTLE,Urtica dioica
STING NETTLE,Urtica dioica
CHELIDONIUM,Chelidonium majus
CHELIDONIUM EXTRACT,Chelidonium majus
DONGQUAI,Angelica sinensis
DON QUAI,Angelica sinensis
DONYQUAI,Angelica sinensis
HAWTHERN,Crataegus laevigata
HAWTHORNE,Crataegus laevigata
HOWTHORN,Crataegus laevigata
CRAT (CRATAGUS LAEVIGATA),Crataegus laevigata
DEVIL CLAW,Harpagophytum procumbens
DEVIL'S CLA,Harpagophytum procumbens
DEVILS CLAE,Harpagophytum procumbens
DEVILS CLAW,Harpagophytum procumbens
DEVILS CLAW PWDR,Harpagophytum procumbens
DEVILS CLAW ROOT,Harpagophytum procumbens
HARPAGOPHYTUM POWDER,Harpagophytum procumbens
ALEO VERA,Aloe vera
ALOEVERA,Aloe vera
ALOVERA,Aloe vera
ALOA VERA OTC,Aloe vera
ALOE VERA (75%),Aloe vera
ALOE VERA CAP,Aloe vera
ALOE VERA CAPSULE,Aloe vera
ALOE VERA CREAM,Aloe vera
ALOE VERA DRINK,Aloe vera
ALOE VERA GEL,Aloe vera
ALOE VERA GELS,Aloe vera
ALOE VERA JUICE,Aloe vera
ALOE VERA LEAF,Aloe vera
ALOE VERA OIL,Aloe vera
ALOE VERA POWDER,Aloe vera
ALOE VERA SYRUP,Aloe vera
ALOE VERA WATER,Aloe vera
ALO VERA JUICE,Aloe vera
BEETROOT,Beta vulgaris
BEET ROOT,Beta vulgaris
BETA VULGARIS WHOLE.,Beta vulgaris
TIAN CE,Beta vulgaris
BEET JUICE,Beta vulgaris
BEET PILLS,Beta vulgaris
BETA VULGARISM 2X,Beta vulgaris
BALCK COHOSH,Actaea racemosa
BLACH COHOSH,Actaea racemosa
BLACK CHSH,Actaea racemosa
BLACK COHASH,Actaea racemosa
BLACK CO HASH,Actaea racemosa
BLACK COHESH,Actaea racemosa
BLACK COHOCH,Actaea racemosa
BLACK COHORSH,Actaea racemosa
B LACK COHOSH,Actaea racemosa
BLACK CO HOSH,Actaea racemosa
BLACK KOHASH,Actaea racemosa
BLACK KOLOSH,Actaea racemosa
BLACK COHAGE,Actaea racemosa
BLACK COHOSH CAP,Actaea racemosa
BLACK KOASH,Actaea racemosa
BLACK KOHACH,Actaea racemosa
E BLACK COHASH,Actaea racemosa
RA BLACK COHOSH,Actaea racemosa
CAMOMILE,Matricaria chamomilla
CHAMOMILEN,Matricaria chamomilla
CHAMOMILLA,Matricaria chamomilla
CHAMOMILLE,Matricaria chamomilla
BLACK CHEER,Prunus serotina
BLACK CHERRY,Prunus serotina
BLACK CHERRY.,Prunus serotina
BLACK SHERRRY,Prunus serotina
BC CHERRY,Prunus serotina
BLACKBERRY,Prunus serotina
BLACK CHERRY LIQ,Prunus serotina
CORDYCEPS,Ophiocordyceps sinensis
CHORDYCEPS,Ophiocordyceps sinensis
CORDICEPS,Ophiocordyceps sinensis
CORDYCEPOS,Ophiocordyceps sinensis
CORDYCEPT,Ophiocordyceps sinensis
CORDYEPS,Ophiocordyceps sinensis
LORAYCEPS,Ophiocordyceps sinensis
LORDYCEPS,Ophiocordyceps sinensis
ECCHINACEA,Echinacea purpurea
ECCHINACHEA,Echinacea purpurea
ECCHINACIA,Echinacea purpurea
ECHENACEA,Echinacea purpurea
ECHENACIA,Echinacea purpurea
ECHINACA,Echinacea purpurea
ECHINACAE,Echinacea purpurea
ECHINACCA,Echinacea purpurea
ECHINACEA+,Echinacea purpurea
ECHINACHEA,Echinacea purpurea
ECHINACIA,Echinacea purpurea
ECHINACIN,Echinacea purpurea
ECHINACOA,Echinacea purpurea
ECHINAECEA,Echinacea purpurea
ECHINAMED,Echinacea purpurea
ECHINASIA,Echinacea purpurea
ECHINCEA,Echinacea purpurea
ECHINEACA,Echinacea purpurea
ECHINECCA,Echinacea purpurea
ECHINECEA,Echinacea purpurea
ECHINECIA,Echinacea purpurea
ECHINICEA,Echinacea purpurea
ECHNICEA,Echinacea purpurea
ECYNACEA,Echinacea purpurea
ENCHINACEA,Echinacea purpurea
ETHINCEA,Echinacea purpurea
EXCHINACEA,Echinacea purpurea
BLACK ELDERBERRY,Sambucus nigra
ELDERBERRY,Sambucus nigra
SAMBUCUS NIGRA,Sambucus nigra
ELDEBERRY,Sambucus nigra
ELDEBRRRY,Sambucus nigra
ELDER BERRY,Sambucus nigra
ELDERRBERRY,Sambucus nigra
BLACK ELDERBERRY LOZENGES,Sambucus nigra
BLACK ELDERBERRY SYRUP,Sambucus nigra
ELDERBERRY CHEWABLES,Sambucus nigra
ELDERBERRY GUMMIES,Sambucus nigra
ELDERBERRY GUMMY,Sambucus nigra
ELDERBERRY JUICE,Sambucus nigra
ELDERBERRY LIQUID,Sambucus nigra
ELDERBERRY PLUS,Sambucus nigra
ELDERBERRY ROOT,Sambucus nigra
ELDERBERRY SYRUP,Sambucus nigra
ELDERBERRY TABLETS,Sambucus nigra
ELDER FLOWER,Sambucus nigra
FENNELL,Foeniculum vulgare
GARCINA,Garcinia gummi
GARCINIA,Garcinia gummi
GRACINIA,Garcinia gummi
GOJI,Lycium barbarum
HOREHOUND,Marrubium vulgare
MARRUBIUM VULGARE,Marrubium vulgare
HOREHOUND TEA,Marrubium vulgare
HORSETAIL,Equisetum hyemale
HORESTAIL,Equisetum hyemale
HORSE TAIL,Equisetum hyemale
FIELD HORSETAIL,Equisetum hyemale
ENGLISH IVY,Hedera helix
HEDERA HELIX,Hedera helix
IVY,Hedera helix
IVY LEAF,Hedera helix
HEDRA HELIX,Hedera helix
KAVA-KAVA,Piper methysticum
CAVA-CAVA,Piper methysticum
KAVA KAVA,Piper methysticum
MIKLTHISTLE,Silybum marianum
MILD THISTLE,Silybum marianum
MILK CHISTLE,Silybum marianum
MILK GRISTLE,Silybum marianum
MILK THIASTLE,Silybum marianum
MILKTHISLE,Silybum marianum
MILK THISLE,Silybum marianum
MILK THISLTE,Silybum marianum
MILK THISSLE,Silybum marianum
MILK THISTEL,Silybum marianum
MILKTHISTLE,Silybum marianum
MILK -THISTLE,Silybum marianum
MILK-THISTLE,Silybum marianum
MILK THRISTLE,Silybum marianum
MILK THSTLE,Silybum marianum
MIL THISTLE,Silybum marianum
MILT THISTLE,Silybum marianum
MIOLK THISTLE,Silybum marianum
MLK THISTLE,Silybum marianum
MLX THISTLE,Silybum marianum
14 MILK THISTLE,Silybum marianum
CVS MILK THISTLE,Silybum marianum
EQL MILK THISTLE,Silybum marianum
GNC MILK THISTLE,Silybum marianum
MILK FIZZLE,Silybum marianum
MILKTHISEL,Silybum marianum
MILK THISSEL,Silybum marianum
^MILKTHISTLE^,Silybum marianum
MILK THISTLE CAP,Silybum marianum
MILK THISTLE OR,Silybum marianum
MILK THISTLE TEA,Silybum marianum
MILK-THISTOL,Silybum marianum
RA MILK THISTLE,Silybum marianum
OLIVE LEAVES,Olea europaea
OREGAN,Origanum vulgare
OREGANOL,Origanum vulgare
CUMERIC,Curcuma longa
TEMERIC,Curcuma longa
TERMARIC,Curcuma longa
TERMERIC,Curcuma longa
TERMERICK,Curcuma longa
TERMURIC,Curcuma longa
THMERIC,Curcuma longa
TUMARIC,Curcuma longa
TUMERAC,Curcuma longa
TUMERICA,Curcuma longa
TUMERICE,Curcuma longa
TUMMERIC,Curcuma longa
TUMRERIC,Curcuma longa
TUMURIC,Curcuma longa
TUNERIC,Curcuma longa
TUNMERIC,Curcuma longa
TUREMERIC,Curcuma longa
TURERIC,Curcuma longa
TURMARIC,Curcuma longa
TURMEDIC,Curcuma longa
TURMENIC,Curcuma longa
TURMERI,Curcuma longa
TURMERIA,Curcuma longa
TURMERIC +,Curcuma longa
TURMERICE,Curcuma longa
TURMERIDC,Curcuma longa
TURMERIK,Curcuma longa
TURMIC,Curcuma longa
TURMIERIC,Curcuma longa
TURMINIC,Curcuma longa
TURMRIC,Curcuma longa
TURMRNIC,Curcuma longa
TURMURIC,Curcuma longa
TURNEEIC,Curcuma longa
TURNERIC,Curcuma longa
TURNMERIC,Curcuma longa
TAGARA,Valeriana officinalis
VALERIANA OFFICINALIS,Valeriana officinalis
VAILERGAN,Valeriana officinalis
VALARIAN,Valeriana officinalis
VALCRIAN,Valeriana officinalis
VALERGAN,Valeriana officinalis
VALERIAAN,Valeriana officinalis
VALERIAL,Valeriana officinalis
VALERIANA,Valeriana officinalis
VALERIANAE,Valeriana officinalis
VALERIANE,Valeriana officinalis
VALERINA,Valeriana officinalis
VALERIUM,Valeriana officinalis
VALLERIAN,Valeriana officinalis
VALORAN,Valeriana officinalis
VALRIAN,Valeriana officinalis
VELERIN,Valeriana officinalis
HOPPS VALERIAN,Valeriana officinalis
GABA VALERIAN,Valeriana officinalis
VALERIANA OFFICINALE,Valeriana officinalis
VALERIANA OFFICINALIS ROOT,Valeriana officinalis
VALERIAN OFFICINALIS,Valeriana officinalis
VAKERIAN ROOT,Valeriana officinalis
VALARIAN ROOT,Valeriana officinalis
VALERIANA COMP,Valeriana officinalis
VALERIAN COMPLEX,Valeriana officinalis
VALERIAN DRAGEE,Valeriana officinalis
VALERIAN DROPS,Valeriana officinalis
VALERIAN HEEL,Valeriana officinalis
VALERIAN HERB,Valeriana officinalis
VALERIAN OTC,Valeriana officinalis
VALERIAN POWDER,Valeriana officinalis
VALERIAN (ROOT),Valeriana officinalis
VALERIAN RT,Valeriana officinalis
VALERIAN TABLETS,Valeriana officinalis
VALERIAN TEA,Valeriana officinalis
VALERIAN TEAS,Valeriana officinalis
VALERIEN ROOT,Valeriana officinalis
VALERION ROOT,Valeriana officinalis
VALTRIAN HCT,Valeriana officinalis
VLERIAN ROOT,Valeriana officinalis
WHEAT,Triticum aestivum
WHEATGRASS,Triticum aestivum
WHEAT GRASS,Triticum aestivum
BARLEY,Hordeum vulgare
HORDEUM VULGARE,Hordeum vulgare
BARLEY.,Hordeum vulgare
BARLEY GRASS,Hordeum vulgare
BARLEY GREEN,Hordeum vulgare
YOHIMBEX,Pausinystalia johimbe
ACV,Malus domestica
ACV PLUS WITH GREEN TEA,Malus domestica
APPLE CIDAR VINEGAR,Malus domestica
APPLE CIDAR VINEGAR SUPPLEMENTS,Malus domestica
APPLE CIDAR VINIGAR,Malus domestica
APPLE CIDER,Malus domestica
APPLE CIDER AND VINEGAR TABLETS,Malus domestica
APPLE CIDER CAP,Malus domestica
APPLE CIDER PECTIN PILLS,Malus domestica
APPLE CIDER TABS,Malus domestica
APPLE CIDER VIEGAR CAPSULES,Malus domestica
APPLE CIDER VINAGER,Malus domestica
APPLE CIDER VINEAGAR,Malus domestica
APPLE CIDER VINEGAR + GREEN TEA SUPPLEMENT,Malus domestica
APPLE CIDER VINEGAR AND LAVENDER,Malus domestica
APPLE CIDER VINEGAR PLUS BROMELAIN AN.,Malus domestica
APPLE CIDER VINEGAR PLUS CHROMIUM,Malus domestica
APPLE CIDER VINEGAR TEA,Malus domestica
APPLE CIDER VINEGAR W/GINGER CAYENNE +MAPLE,Malus domestica
APPLE CIDER VINEGAR WITH GRAPEFRUIT EXTRACT,Malus domestica
APPLE CIDER VINEGAR WITH HONEY,Malus domestica
APPLE CIDER VINGEGAR,Malus domestica
APPLE CIDER VINGER,Malus domestica
APPLE CIDER VINIGAR,Malus domestica
APPLE CIDER VNEGAR,Malus domestica
APPLE CIGER VINEGAR,Malus domestica
APPLE VINEGAR,Malus domestica
APPLECIDER VINEGAR,Malus domestica
BONE BROTH APPLE CIDER VINEGAR,Malus domestica
LEMON HONEY MOTHERS APPLE CIDER VINEGAR DRINKS,Malus domestica
ORGANIC APPLE CIDER VINEGAR AND LOCAL HONEY,Malus domestica
RED APPLE CIDER VINEGAR,Malus domestica
VITAMIN C WITH APPLE CIDER VINEGAR AND APPLE JUICE,Malus domestica
CIDER VINAGER,Malus domestica
CIDER VINGER,Malus domestica
"ELIXIR AMAIGRISSANT (CIDER VINEGAR, CHICORY, ROYAL JELLY, MEADOW SWEET",Malus domestica
"LECITHIN, KELP AND CIDER VINEGAR COMPLEX",Malus domestica
RAW CIDER VINEGAR,Malus domestica
BLACK CUMIN,Nigella sativa
BLACK CUMIN ELIXIR(OTHER THERAPEUTIC PRODUCTS),Nigella sativa
BLACK CUMIN OIL,Nigella sativa
BLACK CUMIN SEED,Nigella sativa
BLACK CUMIN SEED OIL,Nigella sativa
CUMIN SEED OIL,Nigella sativa
NIGELLA,Nigella sativa
NIGELLA SATIVA,Nigella sativa
BLACK SEED [NIGELLA SATIVA SEED],Nigella sativa
ASCORBIC ACID;BOSWELLIA SERRATA RESIN;CHONDROITIN SULFATE;COLLAGEN;GLU,Boswellia serrata
BORON;BOSWELLIA SERRATA;CHONDROITIN SULFATE;COLLAGEN;CURCUMA LONGA RHI,Boswellia serrata
BOSWELIA SERRATA,Boswellia serrata
BOSWELL SERATA,Boswellia serrata
BOSWELLA EXTRACT,Boswellia serrata
BOSWELLA SERRATA,Boswellia serrata
BOSWELLI SERRATA DE,Boswellia serrata
BOSWELLIA EXTRACT,Boswellia serrata
BOSWELLIA SACRA,Boswellia serrata
BOSWELLIA SE,Boswellia serrata
BOSWELLIA SERRATA,Boswellia serrata
BOSWELLIA SERRATA (GLUCOSATRIN),Boswellia serrata
BOSWELLIA SERRATA EXTRACT (BOSWELLIA SERRATA EXTRACT),Boswellia serrata
BOSWELLIA SERRATA EXTRACT (RESIN),Boswellia serrata
BOSWELLIA SERRATA GUM,Boswellia serrata
BOSWELLIA SERRATA GUM OLEORESIN;CURCUMIN;PIPE,Boswellia serrata
BOSWELLIA SERRATA GUM W/CETYL MYRISTOLEATE/CH,Boswellia serrata
BOSWELLIA SERRATA GUM W/CETYL MYRISTOLEATE/CHONDROITIN SULFATE/CURCUMA,Boswellia serrata
BOSWELLIA SERRATA GUM;BROMELAINS;CURCUMA LONGA ROOT;PICRORHIZA KURROA,Boswellia serrata
BOSWELLIA SERRATA OIL W/BROMELAINS/COLLAGEN/G,Boswellia serrata
BOSWELLIA SERRATA RESIN EXTRACT,Boswellia serrata
BOSWELLIA SERRATA W/BROMELAINS/CALCIUM ASCORBATE/CALCIUM OROTATE/CHOND,Boswellia serrata
BOSWELLIA SERRATA W/CHONDROITIN SUL,Boswellia serrata
BOSWELLIA SERRATA W/CHONDROITIN SUL/07956901/,Boswellia serrata
BOSWELLIA SERRATA W/COLECALCIFEROL/GLUCOSAMIN,Boswellia serrata
BOSWELLIA SERRATA W/CURCUMA LONGA RHIZOME/GLU,Boswellia serrata
BOSWELLIA SERRATA+CHONDROITIN SULFATE+CITRUS BIOFLAVONOIDS+COLLAGEN+DI,Boswellia serrata
BOSWELLIA SERRATA/CURCUMA LONGA/DL-PHENYLALANINE/NATTOKINASE,Boswellia serrata
BOSWELLIA SERRATA/CURCUMA LONGA/DL?PHENYLALANINE/NATTOKINASE,Boswellia serrata
BOSWELLIA SERRATA;CHONDROITIN,Boswellia serrata
BOSWELLIA SERRATA;COLECALCIFEROL;CURCUMA LONGA RHIZOME;GLUCOSAMINE SUL,Boswellia serrata
BOSWELLIA SERRATA;CURCUMA LONGA;DL-PHENYLALANINE;NATTOKINASE,Boswellia serrata
BOSWELLIA SERRATA;CURCUMA LONGA;DL?PHENYLALANINE;NATTOKINASE,Boswellia serrata
BOSWELLIA SERRATA;GLUCOSAMINE,Boswellia serrata
BOSWELLIA SERRATA;GLUCOSAMINE [DIETARY SUPPLEMENT],Boswellia serrata
"CUCURAMIN (BOSWELLIA SERRATA, CURCUMA LONGA, DI-PHENYLALANINE, NATTOKINASE)",Boswellia serrata
GLUCOSAMINE WITH BOSWELLIA SERRATA (DIETARY SUPPLEMENT\HERBALS),Boswellia serrata
NUTRIENTS NOS/CURCUMA LONGA ROOT WITH RHIZOME/BOSWELLIA SERRATA GUM,Boswellia serrata
OSTEO BI-FLEX [ASCORBIC ACID;BOSWELLIA SERRATA RESIN;CHONDROITIN S,Boswellia serrata
OSTEO BI-FLEX [ASCORBIC ACID;BOSWELLIA SERRATA RESIN;CHONDROITIN SULFA,Boswellia serrata
OSTEO BI?FLEX [ASCORBIC ACID;BOSWELLIA SERRATA RESIN;CHONDROITIN SULFA,Boswellia serrata
INDIAN FRANKINCENSE,Boswellia serrata
CHLORELLA PILLS,Chlorella vulgaris
CHLORELLA (CHLORELLA VULGARIS),Chlorella vulgaris
CHLORELLA ALGEN,Chlorella vulgaris
CHLORELLA VULGARIS,Chlorella vulgaris
CHLORELLA VULGARIS (CHLORELLA VULGARIS),Chlorella vulgaris
CHLORELLA [CHLORELLA VULGARIS],Chlorella vulgaris
CHLORELLA SPP.,Chlorella vulgaris
CRANBERRY FRUIT,Vaccinium macrocarpon
CRANBERRY FRUIT C,Vaccinium macrocarpon
CRANBERRY FRUIT JUICE,Vaccinium macrocarpon
CRANBERRY FRUIT PILL,Vaccinium macrocarpon
BEARBERRY,Vaccinium macrocarpon
BLENDED FROZEN CRANBERRIES,Vaccinium macrocarpon
CANBERRY,Vaccinium macrocarpon
CARNBERRIES,Vaccinium macrocarpon
CRAMBERRY,Vaccinium macrocarpon
CRANBERR,Vaccinium macrocarpon
CRANBERRIES,Vaccinium macrocarpon
CRANBERRIES EXTRACT,Vaccinium macrocarpon
CRANBERRIES PILLS,Vaccinium macrocarpon
ORGANIC CRANBERRIES,Vaccinium macrocarpon
(CRANBERRY /01512301/),Vaccinium macrocarpon
ACTIFRUIT CRANBERRY CHEW,Vaccinium macrocarpon
AED CRANBERRY,Vaccinium macrocarpon
ALIVE WOMEN'S 50+ CRANBERRY SOFTGELS,Vaccinium macrocarpon
ALLURA CRANBERRY SUPPLEMENT OTC,Vaccinium macrocarpon
ALOE VERA AND APPLE AND BILLBERRY AND BLUEBERRY AND CRANBERRY AND GENT,Vaccinium macrocarpon
ASCORBIC ACID (+) CRANBERRY,Vaccinium macrocarpon
ASCORBIC ACID PLUS CRANBERRY,Vaccinium macrocarpon
ASEA CRANBERRY W VITAMIN C,Vaccinium macrocarpon
AZO CRANBERRY (CRANBERRY + LACTOBACILLUS + VITAMIN C),Vaccinium macrocarpon
AZO CRANBERRY PILLS,Vaccinium macrocarpon
AZO CRANBERRY PLUS VITAMIN C,Vaccinium macrocarpon
AZO CRANBERRY SUPPLEMENT,Vaccinium macrocarpon
AZO CRANBERRY URINARY TRACT,Vaccinium macrocarpon
AZO CRANBERRY URINARY TRACT HEALTH,Vaccinium macrocarpon
AZO CRANBERRY WITH VITAMIN C,Vaccinium macrocarpon
AZOCRANBERRY,Vaccinium macrocarpon
AZOCRANBERRY PILLS,Vaccinium macrocarpon
B-E-D-FISH OIL CRANBERRY,Vaccinium macrocarpon
BASIL CRANBERRY,Vaccinium macrocarpon
BIO-ORGANICS CRANBERRY,Vaccinium macrocarpon
BIOORGANICS CRANBERRY 10000 PLUS,Vaccinium macrocarpon
BIOTIN CRANBERRY,Vaccinium macrocarpon
BLACKMORES CRANBERRY,Vaccinium macrocarpon
CARNBERRY,Vaccinium macrocarpon
CENOVIS CRANBERRY,Vaccinium macrocarpon
CENOVIS CRANBERRY 30000,Vaccinium macrocarpon
CENOVIS CRANBERRY [VACCINIUM MACROCARPON],Vaccinium macrocarpon
CO Q10-CRANBERRY WITH VITAMIN C,Vaccinium macrocarpon
CONCENTRATED CRANBERRY PILLS,Vaccinium macrocarpon
COQ10 CRANBERRY,Vaccinium macrocarpon
COUNTRY LIFE CRANBERRY COMPLETE,Vaccinium macrocarpon
CRABERRY/VITAMIN C (AZO CRANBERRY) (CAPSULES),Vaccinium macrocarpon
CRAMBERRY (CRANBERRY),Vaccinium macrocarpon
CRAMBERRY SUPPLEMENT (CRANBERRY SUPPLEMENT) (CRANBERRY SUPPLEMENT),Vaccinium macrocarpon
CRAMBERY,Vaccinium macrocarpon
CRANB ERRY,Vaccinium macrocarpon
CRANBEERRY (CRANBERRY),Vaccinium macrocarpon
CRANBERRRY,Vaccinium macrocarpon
CRANBERRY                          /01512301/,Vaccinium macrocarpon
CRANBERRY                          /01512305/,Vaccinium macrocarpon
CRANBERRY                          /07199301/,Vaccinium macrocarpon
CRANBERRY                          /07199302/,Vaccinium macrocarpon
CRANBERRY                          /08559501/,Vaccinium macrocarpon
CRANBERRY                     (VACCINIUM MACROCARPON),Vaccinium macrocarpon
CRANBERRY    /01512301/ (VACCINIUM MACROCARPON) TABLET,Vaccinium macrocarpon
CRANBERRY  PILL,Vaccinium macrocarpon
CRANBERRY  PILLS,Vaccinium macrocarpon
CRANBERRY  PILLS                      /01512301/,Vaccinium macrocarpon
CRANBERRY (36MG OF PAC),Vaccinium macrocarpon
"CRANBERRY (ASCORBIC ACID, VACCINIUM MACROCARPON) CAPSULE",Vaccinium macrocarpon
CRANBERRY (BLACKMORES CRANBERRY) (TABLETS),Vaccinium macrocarpon
CRANBERRY (CRANBERRY BERCO),Vaccinium macrocarpon
CRANBERRY (CRANBERRY BERCO) (TABLETS),Vaccinium macrocarpon
CRANBERRY (CRANBERRY FRUIT),Vaccinium macrocarpon
CRANBERRY (CRANBERRY),Vaccinium macrocarpon
CRANBERRY (CRANBERRY) (CRANBERRY),Vaccinium macrocarpon
CRANBERRY (CRANBERRY) (PILL) (CRANBERRY),Vaccinium macrocarpon
CRANBERRY (CRANBERRY) CAPSULE,Vaccinium macrocarpon
CRANBERRY (GENERAL NUTRIENTS) TABLETS,Vaccinium macrocarpon
CRANBERRY (NOS),Vaccinium macrocarpon
CRANBERRY (OTHER NUTRIENTS),Vaccinium macrocarpon
CRANBERRY (OTHER THERAPEUTIC PRODUCTS),Vaccinium macrocarpon
CRANBERRY (VACCINIUIM OXYCOCCUS FRUIT EXTRACT),Vaccinium macrocarpon
CRANBERRY (VACCINIUJM MACROCARPON),Vaccinium macrocarpon
CRANBERRY (VACCINIUM MACROCAPRON),Vaccinium macrocarpon
CRANBERRY (VACCINIUM MACROCARPON JUICE),Vaccinium macrocarpon
CRANBERRY (VACCINIUM MACROCARPON JUICE) (UNKKNOWN),Vaccinium macrocarpon
CRANBERRY (VACCINIUM MACROCARPON),Vaccinium macrocarpon
CRANBERRY (VACCINIUM MACROCARPON) (TABLETS) (VACCINIUM MACROCARPON),Vaccinium macrocarpon
CRANBERRY (VACCINIUM MACROCARPON) ONGOING,Vaccinium macrocarpon
CRANBERRY (VACCINIUM MARCOCARPON),Vaccinium macrocarpon
CRANBERRY (VACCINIUM OXYCOCCUS FRUIT EXTRACT),Vaccinium macrocarpon
CRANBERRY (VACCINIUM OXYCOCCUS FRUIT EXTRACT) (CAPSULES),Vaccinium macrocarpon
CRANBERRY (VACCINIUM SPP. FRUIT),Vaccinium macrocarpon
CRANBERRY (VACCINIUM),Vaccinium macrocarpon
CRANBERRY (VACCINUM MACROCARPON),Vaccinium macrocarpon
CRANBERRY + BUCHU,Vaccinium macrocarpon
CRANBERRY + C,Vaccinium macrocarpon
CRANBERRY + SOFTGEL,Vaccinium macrocarpon
CRANBERRY + VITAMIN C,Vaccinium macrocarpon
CRANBERRY + VITAMIN C              /06356601/,Vaccinium macrocarpon
CRANBERRY + VITAMIN C [ASCORBIC ACID;VACCINIU,Vaccinium macrocarpon
CRANBERRY + VITAMIN C [ASCORBIC ACID;VACCINIUM MACROCARPON],Vaccinium macrocarpon
CRANBERRY + VITAMIN C/E,Vaccinium macrocarpon
CRANBERRY +VITAMIN C,Vaccinium macrocarpon
CRANBERRY /01512301/,Vaccinium macrocarpon
CRANBERRY /01512301/ (CON.),Vaccinium macrocarpon
CRANBERRY /01512301/ (VACCINIUM MACROCARPON),Vaccinium macrocarpon
CRANBERRY /01512301/ (VACCINUM MACROCARPON),Vaccinium macrocarpon
CRANBERRY /VITAMIN C,Vaccinium macrocarpon
CRANBERRY 10000+,Vaccinium macrocarpon
CRANBERRY 200MG,Vaccinium macrocarpon
CRANBERRY 250MG,Vaccinium macrocarpon
CRANBERRY 36 OPC,Vaccinium macrocarpon
CRANBERRY 3600 MG,Vaccinium macrocarpon
CRANBERRY 400,Vaccinium macrocarpon
CRANBERRY 400 MG 1 VEGETARIAN CAPSULE A DAY,Vaccinium macrocarpon
"CRANBERRY 400 MG, ORAL",Vaccinium macrocarpon
CRANBERRY 400MG,Vaccinium macrocarpon
CRANBERRY 4200,Vaccinium macrocarpon
CRANBERRY 4200 MG 1X/DAY,Vaccinium macrocarpon
CRANBERRY 4200MG,Vaccinium macrocarpon
CRANBERRY 450MG,Vaccinium macrocarpon
CRANBERRY 500,Vaccinium macrocarpon
CRANBERRY 500 MG CAPSULE,Vaccinium macrocarpon
CRANBERRY 5000 MG,Vaccinium macrocarpon
CRANBERRY 500MG,Vaccinium macrocarpon
CRANBERRY 8400 MG,Vaccinium macrocarpon
CRANBERRY AKUT,Vaccinium macrocarpon
CRANBERRY ALIGN (PROBIOTIC),Vaccinium macrocarpon
CRANBERRY ALLERGY PILL,Vaccinium macrocarpon
CRANBERRY AND BUCHU SUPPLEMENTS,Vaccinium macrocarpon
CRANBERRY AND CALCIUM,Vaccinium macrocarpon
CRANBERRY AND GRAPDE SEED SUPPLEMENT,Vaccinium macrocarpon
CRANBERRY AND GREEN TEA EXTRACT,Vaccinium macrocarpon
CRANBERRY AND VITAMIN C,Vaccinium macrocarpon
